intervention_id,customer_id,intervention_date,intervention_type,channel_used,outcome,cost_incurred,follow_up_date
IVN-00923-1057,SME-2024-00923,2025-07-12,Loyalty Reward,Visit,No Response,500000,2025-07-23
IVN-00923-1058,SME-2024-00923,2025-09-01,Retention Offer,Visit,No Response,1000000,2025-09-11
IVN-00923-1059,SME-2024-00923,2025-11-21,Win-back Call,Phone Call,No Response,250000,2025-12-09
IVN-00924-1060,SME-2024-00924,2025-07-07,Win-back Call,Visit,Partial,250000,2025-08-02
IVN-00924-1061,SME-2024-00924,2025-11-18,Retention Offer,Email,Declined,500000,2025-12-08
IVN-00925-1062,SME-2024-00925,2025-12-14,Executive Check-in,Email,No Response,500000,2025-12-23
IVN-00925-1063,SME-2024-00925,2026-04-04,Loyalty Reward,Phone Call,Partial,250000,2026-04-24
IVN-00925-1064,SME-2024-00925,2025-12-07,Service Upgrade Offer,Visit,Partial,250000,2025-12-27
IVN-00927-1065,SME-2024-00927,2026-04-24,Loyalty Reward,WhatsApp,Declined,750000,2026-05-20
IVN-00927-1066,SME-2024-00927,2025-12-09,Discount Package,WhatsApp,No Response,750000,2025-12-23
IVN-00928-1067,SME-2024-00928,2025-10-14,Win-back Call,Visit,No Response,750000,2025-10-25
IVN-00928-1068,SME-2024-00928,2025-11-09,Executive Check-in,Phone Call,Partial,1000000,2025-11-17
IVN-00928-1069,SME-2024-00928,2026-06-02,Loyalty Reward,Email,Accepted,750000,2026-06-22
IVN-00928-1070,SME-2024-00928,2025-07-24,Retention Offer,Visit,Accepted,250000,2025-08-20
IVN-00929-1071,SME-2024-00929,2026-03-07,Discount Package,Visit,Declined,500000,2026-04-04
IVN-00929-1072,SME-2024-00929,2025-07-01,Discount Package,Email,No Response,750000,2025-07-30
IVN-00930-1073,SME-2024-00930,2026-01-06,Executive Check-in,Visit,Partial,1000000,2026-02-04
IVN-00930-1074,SME-2024-00930,2025-11-10,Win-back Call,Email,Declined,750000,2025-12-02
IVN-00931-1075,SME-2024-00931,2025-10-16,Win-back Call,Visit,Accepted,750000,2025-11-07
IVN-00931-1076,SME-2024-00931,2026-03-01,Loyalty Reward,Email,Accepted,1000000,2026-03-10
IVN-00931-1077,SME-2024-00931,2026-02-12,Loyalty Reward,Phone Call,No Response,750000,2026-02-28
IVN-00932-1078,SME-2024-00932,2026-05-24,Executive Check-in,Visit,Partial,750000,2026-06-11
IVN-00932-1079,SME-2024-00932,2026-06-15,Win-back Call,WhatsApp,Accepted,500000,2026-07-14
IVN-00933-1080,SME-2024-00933,2025-08-05,Service Upgrade Offer,Phone Call,Declined,500000,2025-08-22
IVN-00934-1081,SME-2024-00934,2026-01-04,Service Upgrade Offer,Visit,No Response,750000,2026-02-03
IVN-00935-1082,SME-2024-00935,2025-10-01,Discount Package,WhatsApp,Declined,1000000,2025-10-11
IVN-00936-1083,SME-2024-00936,2025-08-07,Discount Package,Visit,Accepted,1000000,2025-08-26
IVN-00937-1084,SME-2024-00937,2026-02-17,Win-back Call,Email,Declined,500000,2026-03-07
IVN-00937-1085,SME-2024-00937,2026-01-12,Discount Package,WhatsApp,No Response,1000000,2026-02-08
IVN-00937-1086,SME-2024-00937,2026-02-15,Retention Offer,Phone Call,Declined,750000,2026-03-13
IVN-00937-1087,SME-2024-00937,2026-05-18,Loyalty Reward,Email,No Response,1000000,2026-06-11
IVN-00938-1088,SME-2024-00938,2025-09-21,Win-back Call,Email,No Response,750000,2025-10-19
IVN-00939-1089,SME-2024-00939,2026-04-06,Service Upgrade Offer,Visit,Declined,1000000,2026-04-17
IVN-00939-1090,SME-2024-00939,2025-07-03,Executive Check-in,Visit,Declined,750000,2025-07-26
IVN-00940-1091,SME-2024-00940,2025-11-01,Executive Check-in,Phone Call,Accepted,500000,2025-11-28
IVN-00940-1092,SME-2024-00940,2025-07-17,Loyalty Reward,Visit,Accepted,750000,2025-08-07
IVN-00941-1093,SME-2024-00941,2026-03-13,Loyalty Reward,WhatsApp,Partial,250000,2026-04-04
IVN-00941-1094,SME-2024-00941,2026-06-21,Service Upgrade Offer,Email,Partial,250000,2026-07-16
IVN-00942-1095,SME-2024-00942,2026-02-23,Retention Offer,Phone Call,No Response,750000,2026-03-20
IVN-00942-1096,SME-2024-00942,2026-01-19,Retention Offer,Email,Partial,1000000,2026-02-07
IVN-00942-1097,SME-2024-00942,2026-05-23,Retention Offer,Email,Accepted,750000,2026-06-05
IVN-00943-1098,SME-2024-00943,2025-10-03,Retention Offer,Email,No Response,750000,2025-10-20
IVN-00943-1099,SME-2024-00943,2026-06-01,Win-back Call,Phone Call,Declined,750000,2026-06-20
IVN-00943-1100,SME-2024-00943,2025-07-02,Loyalty Reward,Visit,Declined,250000,2025-07-17
IVN-00943-1101,SME-2024-00943,2025-09-03,Executive Check-in,WhatsApp,No Response,750000,2025-09-30
IVN-00943-1102,SME-2024-00943,2025-12-02,Discount Package,Email,Declined,1000000,2026-01-01
IVN-00943-1103,SME-2024-00943,2026-04-24,Executive Check-in,WhatsApp,Declined,750000,2026-05-10
IVN-00945-1104,SME-2024-00945,2025-11-19,Win-back Call,WhatsApp,Accepted,500000,2025-12-08
IVN-00946-1105,SME-2024-00946,2025-07-08,Service Upgrade Offer,WhatsApp,No Response,1000000,2025-07-22
IVN-00946-1106,SME-2024-00946,2025-11-10,Win-back Call,Email,No Response,500000,2025-12-09
IVN-00946-1107,SME-2024-00946,2025-11-24,Win-back Call,Email,Accepted,500000,2025-12-09
IVN-00946-1108,SME-2024-00946,2025-07-15,Discount Package,Email,Declined,750000,2025-07-22
IVN-00946-1109,SME-2024-00946,2026-02-19,Loyalty Reward,Visit,No Response,250000,2026-03-12
IVN-00947-1110,SME-2024-00947,2026-03-21,Retention Offer,Email,Accepted,750000,2026-03-30
IVN-00947-1111,SME-2024-00947,2025-09-05,Discount Package,WhatsApp,Declined,250000,2025-09-16
IVN-00947-1112,SME-2024-00947,2025-07-12,Win-back Call,Email,No Response,250000,2025-08-03
IVN-00947-1113,SME-2024-00947,2025-09-13,Service Upgrade Offer,Email,Accepted,500000,2025-10-06
IVN-00948-1114,SME-2024-00948,2025-11-02,Win-back Call,Phone Call,Declined,250000,2025-11-16
IVN-00948-1115,SME-2024-00948,2025-10-17,Retention Offer,Phone Call,Declined,250000,2025-11-03
IVN-00948-1116,SME-2024-00948,2025-08-15,Win-back Call,Email,Declined,1000000,2025-09-07
IVN-00948-1117,SME-2024-00948,2025-12-13,Win-back Call,Visit,No Response,750000,2025-12-29
IVN-00948-1118,SME-2024-00948,2026-01-04,Win-back Call,Visit,Accepted,250000,2026-01-30
IVN-00948-1119,SME-2024-00948,2025-10-03,Discount Package,Visit,Accepted,1000000,2025-10-31
IVN-00950-1120,SME-2024-00950,2025-07-21,Executive Check-in,WhatsApp,Declined,750000,2025-08-13
IVN-00950-1121,SME-2024-00950,2026-05-08,Service Upgrade Offer,Email,Declined,1000000,2026-05-25
IVN-00950-1122,SME-2024-00950,2026-03-10,Executive Check-in,WhatsApp,Accepted,750000,2026-04-06
IVN-00950-1123,SME-2024-00950,2026-03-13,Loyalty Reward,Phone Call,Declined,750000,2026-04-01
IVN-00950-1124,SME-2024-00950,2025-08-16,Discount Package,Visit,No Response,500000,2025-09-09
IVN-00951-1125,SME-2024-00951,2025-11-01,Win-back Call,Email,Partial,1000000,2025-11-28
IVN-00951-1126,SME-2024-00951,2026-03-20,Loyalty Reward,Visit,No Response,750000,2026-04-11
IVN-00952-1127,SME-2024-00952,2026-03-24,Executive Check-in,WhatsApp,No Response,1000000,2026-04-10
IVN-00953-1128,SME-2024-00953,2026-02-23,Discount Package,Email,No Response,1000000,2026-03-03
IVN-00953-1129,SME-2024-00953,2026-05-19,Executive Check-in,WhatsApp,Declined,750000,2026-06-16
IVN-00953-1130,SME-2024-00953,2025-12-08,Win-back Call,Email,No Response,250000,2025-12-23
IVN-00954-1131,SME-2024-00954,2025-10-18,Loyalty Reward,Email,Partial,1000000,2025-11-05
IVN-00954-1132,SME-2024-00954,2025-08-08,Service Upgrade Offer,Visit,Partial,1000000,2025-08-20
IVN-00954-1133,SME-2024-00954,2025-11-18,Executive Check-in,WhatsApp,Accepted,750000,2025-11-25
IVN-00955-1134,SME-2024-00955,2026-03-23,Service Upgrade Offer,Visit,Declined,750000,2026-04-06
IVN-00956-1135,SME-2024-00956,2026-04-02,Retention Offer,Visit,Accepted,250000,2026-04-14
IVN-00956-1136,SME-2024-00956,2025-11-04,Service Upgrade Offer,Phone Call,Partial,500000,2025-12-03
IVN-00956-1137,SME-2024-00956,2026-05-03,Retention Offer,Email,Declined,1000000,2026-05-27
IVN-00958-1138,SME-2024-00958,2025-11-16,Win-back Call,Email,No Response,500000,2025-12-16
IVN-00958-1139,SME-2024-00958,2025-12-11,Executive Check-in,Phone Call,Accepted,1000000,2025-12-28
IVN-00958-1140,SME-2024-00958,2026-06-11,Executive Check-in,Visit,Declined,250000,2026-07-06
IVN-00958-1141,SME-2024-00958,2026-05-07,Service Upgrade Offer,WhatsApp,Accepted,250000,2026-06-03
IVN-00958-1142,SME-2024-00958,2025-10-06,Retention Offer,Phone Call,Declined,250000,2025-10-31
IVN-00959-1143,SME-2024-00959,2025-09-19,Service Upgrade Offer,Phone Call,No Response,250000,2025-10-12
IVN-00959-1144,SME-2024-00959,2025-07-05,Service Upgrade Offer,Email,No Response,1000000,2025-07-23
IVN-00961-1145,SME-2024-00961,2026-01-03,Executive Check-in,Visit,Declined,500000,2026-01-10
IVN-00961-1146,SME-2024-00961,2025-09-23,Win-back Call,Email,Accepted,250000,2025-10-18
IVN-00961-1147,SME-2024-00961,2025-08-06,Service Upgrade Offer,Visit,Accepted,1000000,2025-08-22
IVN-00961-1148,SME-2024-00961,2026-06-03,Loyalty Reward,Email,No Response,250000,2026-07-03
IVN-00961-1149,SME-2024-00961,2026-03-12,Discount Package,WhatsApp,No Response,1000000,2026-04-08
IVN-00962-1150,SME-2024-00962,2025-12-12,Executive Check-in,Email,Accepted,1000000,2026-01-02
IVN-00962-1151,SME-2024-00962,2025-12-22,Discount Package,Email,Declined,1000000,2026-01-13
IVN-00963-1152,SME-2024-00963,2025-11-23,Win-back Call,Email,Declined,750000,2025-12-18
IVN-00965-1153,SME-2024-00965,2025-08-10,Loyalty Reward,Phone Call,Accepted,500000,2025-09-02
IVN-00966-1154,SME-2024-00966,2025-08-20,Retention Offer,WhatsApp,No Response,500000,2025-09-06
IVN-00966-1155,SME-2024-00966,2026-04-10,Retention Offer,Phone Call,No Response,750000,2026-05-04
IVN-00967-1156,SME-2024-00967,2026-03-05,Win-back Call,Visit,Accepted,1000000,2026-03-18
IVN-00968-1157,SME-2024-00968,2025-12-10,Retention Offer,Phone Call,Accepted,750000,2025-12-18
IVN-00968-1158,SME-2024-00968,2026-03-13,Executive Check-in,Email,Accepted,1000000,2026-04-01
IVN-00968-1159,SME-2024-00968,2025-07-07,Executive Check-in,WhatsApp,Declined,500000,2025-08-03
IVN-00968-1160,SME-2024-00968,2025-08-11,Loyalty Reward,Visit,Declined,250000,2025-08-20
IVN-00968-1161,SME-2024-00968,2026-06-03,Loyalty Reward,Email,Declined,1000000,2026-06-10
IVN-00969-1162,SME-2024-00969,2026-03-15,Loyalty Reward,Phone Call,Declined,750000,2026-04-13
IVN-00969-1163,SME-2024-00969,2025-09-04,Discount Package,Email,Declined,750000,2025-09-13
IVN-00969-1164,SME-2024-00969,2025-10-11,Discount Package,Visit,Partial,1000000,2025-10-27
IVN-00970-1165,SME-2024-00970,2026-06-19,Executive Check-in,Email,Declined,750000,2026-06-26
IVN-00970-1166,SME-2024-00970,2025-09-21,Service Upgrade Offer,Visit,Accepted,500000,2025-10-12
IVN-00971-1167,SME-2024-00971,2025-11-13,Executive Check-in,Email,Declined,250000,2025-11-22
IVN-00972-1168,SME-2024-00972,2025-12-11,Retention Offer,Visit,Accepted,750000,2026-01-04
IVN-00973-1169,SME-2024-00973,2026-01-23,Service Upgrade Offer,Phone Call,Accepted,750000,2026-02-17
IVN-00973-1170,SME-2024-00973,2025-11-13,Service Upgrade Offer,Phone Call,Partial,250000,2025-12-01
IVN-00973-1171,SME-2024-00973,2025-08-15,Retention Offer,Visit,Declined,750000,2025-09-02
IVN-00973-1172,SME-2024-00973,2026-05-15,Win-back Call,WhatsApp,Declined,750000,2026-06-12
IVN-00974-1173,SME-2024-00974,2026-04-01,Executive Check-in,WhatsApp,Accepted,750000,2026-04-16
IVN-00974-1174,SME-2024-00974,2026-03-05,Discount Package,WhatsApp,Partial,1000000,2026-03-31
IVN-00974-1175,SME-2024-00974,2025-08-11,Loyalty Reward,Visit,No Response,500000,2025-08-28
IVN-00974-1176,SME-2024-00974,2025-07-02,Service Upgrade Offer,WhatsApp,No Response,250000,2025-07-15
IVN-00974-1177,SME-2024-00974,2025-08-18,Retention Offer,Email,Declined,750000,2025-09-17
IVN-00975-1178,SME-2024-00975,2026-01-05,Retention Offer,WhatsApp,Accepted,500000,2026-01-31
IVN-00975-1179,SME-2024-00975,2025-10-23,Win-back Call,Phone Call,Accepted,500000,2025-11-13
IVN-00975-1180,SME-2024-00975,2025-09-04,Loyalty Reward,Visit,Declined,750000,2025-09-11
IVN-00976-1181,SME-2024-00976,2026-03-05,Executive Check-in,Email,Declined,750000,2026-03-18
IVN-00977-1182,SME-2024-00977,2025-08-11,Discount Package,Visit,Declined,1000000,2025-08-18
IVN-00978-1183,SME-2024-00978,2025-10-23,Win-back Call,WhatsApp,Declined,250000,2025-11-12
IVN-00978-1184,SME-2024-00978,2026-02-19,Executive Check-in,Phone Call,Declined,250000,2026-03-20
IVN-00979-1185,SME-2024-00979,2025-12-02,Service Upgrade Offer,WhatsApp,Accepted,250000,2025-12-30
IVN-00979-1186,SME-2024-00979,2025-08-19,Loyalty Reward,Phone Call,Declined,750000,2025-08-31
IVN-00979-1187,SME-2024-00979,2025-08-12,Win-back Call,Visit,Declined,250000,2025-08-27
IVN-00981-1188,SME-2024-00981,2025-10-11,Win-back Call,Email,Declined,500000,2025-10-21
IVN-00982-1189,SME-2024-00982,2026-01-15,Service Upgrade Offer,WhatsApp,Partial,250000,2026-01-29
IVN-00982-1190,SME-2024-00982,2025-12-24,Discount Package,Email,Declined,750000,2026-01-07
IVN-00982-1191,SME-2024-00982,2025-08-24,Retention Offer,WhatsApp,No Response,750000,2025-09-20
IVN-00982-1192,SME-2024-00982,2026-01-05,Loyalty Reward,Phone Call,Accepted,250000,2026-01-30
IVN-00982-1193,SME-2024-00982,2025-11-08,Loyalty Reward,Visit,Accepted,750000,2025-12-06
IVN-00983-1194,SME-2024-00983,2026-02-11,Discount Package,Visit,Declined,250000,2026-02-25
IVN-00983-1195,SME-2024-00983,2025-12-22,Executive Check-in,Email,Declined,1000000,2026-01-06
IVN-00983-1196,SME-2024-00983,2025-12-01,Service Upgrade Offer,Email,Declined,250000,2025-12-18
IVN-00983-1197,SME-2024-00983,2026-06-07,Executive Check-in,WhatsApp,Declined,250000,2026-06-29
IVN-00983-1198,SME-2024-00983,2026-03-23,Win-back Call,Phone Call,Accepted,250000,2026-04-20
IVN-00984-1199,SME-2024-00984,2025-08-19,Service Upgrade Offer,Email,Partial,500000,2025-08-27
IVN-00984-1200,SME-2024-00984,2026-01-17,Service Upgrade Offer,Phone Call,Declined,750000,2026-02-15
IVN-00984-1201,SME-2024-00984,2025-09-16,Win-back Call,Phone Call,Declined,250000,2025-10-12
IVN-00984-1202,SME-2024-00984,2025-07-24,Loyalty Reward,WhatsApp,Declined,750000,2025-08-14
IVN-00985-1203,SME-2024-00985,2026-03-05,Service Upgrade Offer,Phone Call,No Response,750000,2026-04-01
IVN-00985-1204,SME-2024-00985,2025-11-11,Executive Check-in,Phone Call,Declined,750000,2025-12-09
IVN-00985-1205,SME-2024-00985,2026-03-21,Win-back Call,Email,Declined,250000,2026-04-06
IVN-00986-1206,SME-2024-00986,2026-03-05,Retention Offer,WhatsApp,Accepted,1000000,2026-03-16
IVN-00986-1207,SME-2024-00986,2025-07-18,Loyalty Reward,Email,No Response,1000000,2025-08-02
IVN-00986-1208,SME-2024-00986,2026-02-13,Executive Check-in,Email,Declined,500000,2026-03-11
IVN-00987-1209,SME-2024-00987,2025-10-08,Service Upgrade Offer,Email,Partial,1000000,2025-11-05
IVN-00987-1210,SME-2024-00987,2025-10-06,Executive Check-in,WhatsApp,Accepted,1000000,2025-10-24
IVN-00988-1211,SME-2024-00988,2026-02-13,Discount Package,Email,Declined,250000,2026-03-10
IVN-00988-1212,SME-2024-00988,2026-03-22,Service Upgrade Offer,Email,Partial,750000,2026-04-21
IVN-00989-1213,SME-2024-00989,2025-11-21,Service Upgrade Offer,Phone Call,Accepted,500000,2025-12-07
IVN-00989-1214,SME-2024-00989,2026-01-22,Retention Offer,Phone Call,Accepted,1000000,2026-02-08
IVN-00990-1215,SME-2024-00990,2026-04-08,Retention Offer,Visit,No Response,500000,2026-04-24
IVN-00990-1216,SME-2024-00990,2025-12-14,Service Upgrade Offer,WhatsApp,Accepted,250000,2026-01-05
IVN-00990-1217,SME-2024-00990,2025-10-01,Retention Offer,Phone Call,Accepted,500000,2025-10-17
IVN-00990-1218,SME-2024-00990,2026-01-24,Discount Package,Email,No Response,250000,2026-02-16
IVN-00992-1219,SME-2024-00992,2026-04-04,Service Upgrade Offer,WhatsApp,Accepted,250000,2026-04-25
IVN-00992-1220,SME-2024-00992,2026-06-20,Loyalty Reward,Visit,Accepted,500000,2026-07-14
IVN-00993-1221,SME-2024-00993,2026-04-04,Executive Check-in,Phone Call,Accepted,250000,2026-04-19
IVN-00993-1222,SME-2024-00993,2025-12-10,Discount Package,Phone Call,No Response,250000,2025-12-23
IVN-00994-1223,SME-2024-00994,2026-05-22,Win-back Call,Email,Declined,250000,2026-05-30
IVN-00994-1224,SME-2024-00994,2026-04-20,Executive Check-in,Phone Call,Declined,1000000,2026-04-30
IVN-00994-1225,SME-2024-00994,2026-05-05,Service Upgrade Offer,Phone Call,No Response,750000,2026-05-21
IVN-00996-1226,SME-2024-00996,2025-09-18,Executive Check-in,Phone Call,Declined,1000000,2025-10-15
IVN-00997-1227,SME-2024-00997,2025-10-16,Service Upgrade Offer,WhatsApp,Declined,750000,2025-11-03
IVN-00998-1228,SME-2024-00998,2025-07-24,Service Upgrade Offer,Phone Call,No Response,250000,2025-08-19
IVN-00998-1229,SME-2024-00998,2026-02-19,Service Upgrade Offer,WhatsApp,Accepted,750000,2026-03-04
IVN-00999-1230,SME-2024-00999,2026-01-17,Discount Package,Phone Call,No Response,750000,2026-01-31
