metric_id,customer_id,period_month,bandwidth_utilization_pct,avg_daily_usage_hours,peak_usage_trend,service_downtime_minutes,support_ticket_count,feature_adoption_score
USE-00028-202507,SME-2024-00028,2025-07,91.3,13.5,Stabil,74,3,7
USE-00028-202508,SME-2024-00028,2025-08,91.0,13.3,Stabil,54,1,8
USE-00028-202509,SME-2024-00028,2025-09,91.4,14.0,Fluktuatif,4,1,8
USE-00028-202510,SME-2024-00028,2025-10,91.9,14.6,Stabil,74,0,7
USE-00028-202511,SME-2024-00028,2025-11,95.5,13.8,Stabil,191,2,8
USE-00028-202512,SME-2024-00028,2025-12,93.3,13.6,Stabil,3,1,8
USE-00028-202601,SME-2024-00028,2026-01,92.1,13.4,Stabil,37,1,9
USE-00028-202602,SME-2024-00028,2026-02,89.7,13.7,Stabil,20,0,8
USE-00028-202603,SME-2024-00028,2026-03,89.1,13.3,Stabil,20,2,8
USE-00028-202604,SME-2024-00028,2026-04,86.1,13.8,Fluktuatif,7,1,8
USE-00028-202605,SME-2024-00028,2026-05,90.4,13.9,Stabil,39,0,8
USE-00028-202606,SME-2024-00028,2026-06,88.1,13.1,Stabil,29,1,8
USE-00029-202507,SME-2024-00029,2025-07,59.8,9.5,Turun,28,2,6
USE-00029-202508,SME-2024-00029,2025-08,61.8,8.8,Turun,58,2,5
USE-00029-202509,SME-2024-00029,2025-09,57.7,8.0,Turun,25,1,6
USE-00029-202510,SME-2024-00029,2025-10,55.2,8.2,Turun,9,1,6
USE-00029-202511,SME-2024-00029,2025-11,52.5,7.4,Turun,152,2,7
USE-00029-202512,SME-2024-00029,2025-12,49.4,7.6,Turun,7,0,7
USE-00029-202601,SME-2024-00029,2026-01,47.3,6.5,Turun,0,2,7
USE-00029-202602,SME-2024-00029,2026-02,52.4,8.7,Turun,28,0,7
USE-00029-202603,SME-2024-00029,2026-03,41.8,6.4,Turun,37,4,7
USE-00029-202604,SME-2024-00029,2026-04,42.6,5.8,Turun,1,0,6
USE-00029-202605,SME-2024-00029,2026-05,41.9,6.9,Turun,13,0,7
USE-00029-202606,SME-2024-00029,2026-06,40.0,5.5,Turun,18,0,7
USE-00030-202507,SME-2024-00030,2025-07,73.3,10.5,Stabil,85,2,6
USE-00030-202508,SME-2024-00030,2025-08,73.5,10.9,Stabil,8,0,6
USE-00030-202509,SME-2024-00030,2025-09,71.2,10.5,Fluktuatif,59,3,6
USE-00030-202510,SME-2024-00030,2025-10,74.0,10.5,Stabil,85,4,6
USE-00030-202511,SME-2024-00030,2025-11,74.9,11.2,Fluktuatif,92,1,6
USE-00030-202512,SME-2024-00030,2025-12,73.4,11.3,Stabil,8,0,7
USE-00030-202601,SME-2024-00030,2026-01,73.6,11.2,Stabil,0,2,6
USE-00030-202602,SME-2024-00030,2026-02,70.2,10.7,Stabil,33,1,6
USE-00030-202603,SME-2024-00030,2026-03,64.1,9.3,Stabil,110,1,5
USE-00030-202604,SME-2024-00030,2026-04,66.7,10.1,Stabil,24,3,6
USE-00030-202605,SME-2024-00030,2026-05,69.7,10.5,Stabil,63,1,6
USE-00030-202606,SME-2024-00030,2026-06,71.0,10.4,Fluktuatif,123,4,6
USE-00031-202507,SME-2024-00031,2025-07,89.1,13.9,Stabil,16,0,9
USE-00031-202508,SME-2024-00031,2025-08,87.4,13.4,Stabil,2,1,9
USE-00031-202509,SME-2024-00031,2025-09,85.4,12.2,Stabil,52,3,8
USE-00031-202510,SME-2024-00031,2025-10,84.7,12.4,Fluktuatif,14,1,9
USE-00031-202511,SME-2024-00031,2025-11,83.5,12.3,Fluktuatif,71,1,9
USE-00031-202512,SME-2024-00031,2025-12,83.8,13.4,Stabil,0,1,9
USE-00031-202601,SME-2024-00031,2026-01,87.6,13.4,Stabil,10,1,9
USE-00031-202602,SME-2024-00031,2026-02,86.5,13.4,Fluktuatif,47,1,8
USE-00031-202603,SME-2024-00031,2026-03,86.6,12.5,Stabil,0,2,8
USE-00031-202604,SME-2024-00031,2026-04,82.9,13.0,Stabil,11,1,8
USE-00031-202605,SME-2024-00031,2026-05,87.2,13.0,Stabil,4,1,9
USE-00031-202606,SME-2024-00031,2026-06,84.5,12.7,Stabil,34,0,8
USE-00032-202507,SME-2024-00032,2025-07,59.4,8.4,Fluktuatif,23,1,7
USE-00032-202508,SME-2024-00032,2025-08,62.0,9.3,Fluktuatif,75,2,7
USE-00032-202509,SME-2024-00032,2025-09,62.9,9.1,Stabil,127,3,7
USE-00032-202510,SME-2024-00032,2025-10,64.3,9.0,Stabil,1,2,7
USE-00032-202511,SME-2024-00032,2025-11,65.2,9.8,Fluktuatif,29,1,7
USE-00032-202512,SME-2024-00032,2025-12,66.1,10.1,Stabil,59,1,7
USE-00032-202601,SME-2024-00032,2026-01,65.5,9.3,Fluktuatif,21,0,6
USE-00032-202602,SME-2024-00032,2026-02,63.3,9.9,Stabil,5,2,7
USE-00032-202603,SME-2024-00032,2026-03,67.8,9.7,Stabil,15,0,7
USE-00032-202604,SME-2024-00032,2026-04,67.2,10.4,Stabil,15,1,7
USE-00032-202605,SME-2024-00032,2026-05,68.2,9.7,Stabil,13,0,7
USE-00032-202606,SME-2024-00032,2026-06,70.2,10.2,Stabil,24,3,7
USE-00033-202507,SME-2024-00033,2025-07,63.9,9.7,Stabil,8,1,7
USE-00033-202508,SME-2024-00033,2025-08,64.3,10.1,Stabil,40,0,8
USE-00033-202509,SME-2024-00033,2025-09,68.6,10.4,Stabil,48,2,7
USE-00033-202510,SME-2024-00033,2025-10,65.3,9.3,Stabil,124,0,7
USE-00033-202511,SME-2024-00033,2025-11,63.1,9.6,Stabil,224,0,8
USE-00033-202512,SME-2024-00033,2025-12,68.8,10.1,Fluktuatif,18,1,7
USE-00033-202601,SME-2024-00033,2026-01,71.8,10.5,Fluktuatif,71,0,7
USE-00033-202602,SME-2024-00033,2026-02,66.8,10.6,Stabil,44,0,8
USE-00033-202603,SME-2024-00033,2026-03,67.9,10.0,Stabil,4,3,8
USE-00033-202604,SME-2024-00033,2026-04,66.5,9.7,Fluktuatif,72,1,7
USE-00033-202605,SME-2024-00033,2026-05,68.9,10.4,Stabil,78,0,8
USE-00033-202606,SME-2024-00033,2026-06,68.7,10.5,Stabil,56,2,7
USE-00034-202507,SME-2024-00034,2025-07,68.8,10.5,Fluktuatif,4,4,7
USE-00034-202508,SME-2024-00034,2025-08,71.4,10.4,Stabil,24,0,6
USE-00034-202509,SME-2024-00034,2025-09,70.7,10.6,Fluktuatif,2,1,6
USE-00034-202510,SME-2024-00034,2025-10,70.6,10.2,Fluktuatif,48,3,7
USE-00034-202511,SME-2024-00034,2025-11,71.5,10.9,Fluktuatif,107,3,6
USE-00034-202512,SME-2024-00034,2025-12,68.2,10.5,Stabil,41,0,7
USE-00034-202601,SME-2024-00034,2026-01,71.3,10.4,Stabil,5,1,7
USE-00034-202602,SME-2024-00034,2026-02,72.8,11.3,Stabil,8,3,8
USE-00034-202603,SME-2024-00034,2026-03,71.6,10.8,Stabil,8,4,7
USE-00034-202604,SME-2024-00034,2026-04,72.4,11.0,Stabil,3,1,7
USE-00034-202605,SME-2024-00034,2026-05,73.6,11.6,Stabil,3,2,6
USE-00034-202606,SME-2024-00034,2026-06,74.3,11.1,Fluktuatif,71,0,7
USE-00035-202507,SME-2024-00035,2025-07,60.6,9.7,Stabil,41,1,9
USE-00035-202508,SME-2024-00035,2025-08,62.9,10.0,Stabil,5,2,8
USE-00035-202509,SME-2024-00035,2025-09,61.7,10.2,Stabil,35,1,9
USE-00035-202510,SME-2024-00035,2025-10,62.7,8.6,Stabil,31,1,8
USE-00035-202511,SME-2024-00035,2025-11,63.1,8.9,Stabil,48,1,8
USE-00035-202512,SME-2024-00035,2025-12,62.3,9.7,Stabil,10,0,8
USE-00035-202601,SME-2024-00035,2026-01,60.3,9.0,Fluktuatif,35,0,8
USE-00035-202602,SME-2024-00035,2026-02,62.6,10.1,Fluktuatif,4,1,8
USE-00035-202603,SME-2024-00035,2026-03,62.3,10.1,Fluktuatif,74,0,8
USE-00035-202604,SME-2024-00035,2026-04,65.3,10.6,Stabil,20,2,8
USE-00035-202605,SME-2024-00035,2026-05,67.1,9.9,Stabil,20,3,8
USE-00035-202606,SME-2024-00035,2026-06,59.3,9.4,Stabil,7,1,8
USE-00036-202507,SME-2024-00036,2025-07,78.4,12.0,Fluktuatif,1,1,6
USE-00036-202508,SME-2024-00036,2025-08,76.8,10.7,Fluktuatif,9,1,5
USE-00036-202509,SME-2024-00036,2025-09,78.9,12.4,Fluktuatif,12,1,6
USE-00036-202510,SME-2024-00036,2025-10,76.6,10.3,Stabil,34,0,6
USE-00036-202511,SME-2024-00036,2025-11,82.1,12.6,Fluktuatif,14,3,6
USE-00036-202512,SME-2024-00036,2025-12,82.0,11.9,Fluktuatif,36,1,7
USE-00036-202601,SME-2024-00036,2026-01,76.9,11.4,Stabil,0,3,6
USE-00036-202602,SME-2024-00036,2026-02,79.9,11.2,Stabil,1,0,6
USE-00036-202603,SME-2024-00036,2026-03,82.5,12.0,Stabil,38,2,6
USE-00036-202604,SME-2024-00036,2026-04,83.8,13.0,Stabil,3,0,6
USE-00036-202605,SME-2024-00036,2026-05,86.4,12.3,Stabil,0,0,6
USE-00036-202606,SME-2024-00036,2026-06,80.2,11.5,Fluktuatif,41,2,5
USE-00037-202507,SME-2024-00037,2025-07,74.6,10.5,Naik,25,0,7
USE-00037-202508,SME-2024-00037,2025-08,81.3,12.4,Naik,5,2,8
USE-00037-202509,SME-2024-00037,2025-09,76.2,11.4,Naik,21,0,8
USE-00037-202510,SME-2024-00037,2025-10,80.2,12.0,Naik,9,2,7
USE-00037-202511,SME-2024-00037,2025-11,79.3,11.7,Naik,17,0,7
USE-00037-202512,SME-2024-00037,2025-12,79.5,11.9,Naik,65,2,7
USE-00037-202601,SME-2024-00037,2026-01,85.4,12.7,Naik,6,1,7
USE-00037-202602,SME-2024-00037,2026-02,83.5,12.0,Naik,88,1,7
USE-00037-202603,SME-2024-00037,2026-03,87.4,14.3,Naik,17,1,7
USE-00037-202604,SME-2024-00037,2026-04,88.9,12.7,Naik,5,2,7
USE-00037-202605,SME-2024-00037,2026-05,88.0,13.1,Naik,38,1,7
USE-00037-202606,SME-2024-00037,2026-06,91.8,14.5,Naik,27,2,7
USE-00038-202507,SME-2024-00038,2025-07,85.3,13.4,Stabil,91,1,6
USE-00038-202508,SME-2024-00038,2025-08,81.3,12.3,Fluktuatif,11,0,6
USE-00038-202509,SME-2024-00038,2025-09,78.4,11.8,Stabil,113,1,5
USE-00038-202510,SME-2024-00038,2025-10,79.4,12.2,Stabil,11,3,6
USE-00038-202511,SME-2024-00038,2025-11,81.6,12.3,Fluktuatif,105,0,6
USE-00038-202512,SME-2024-00038,2025-12,79.2,12.6,Fluktuatif,23,0,6
USE-00038-202601,SME-2024-00038,2026-01,76.7,10.4,Fluktuatif,4,0,6
USE-00038-202602,SME-2024-00038,2026-02,78.1,11.6,Fluktuatif,16,0,6
USE-00038-202603,SME-2024-00038,2026-03,78.6,11.6,Stabil,59,0,6
USE-00038-202604,SME-2024-00038,2026-04,74.9,10.6,Fluktuatif,13,3,6
USE-00038-202605,SME-2024-00038,2026-05,77.7,11.8,Stabil,51,1,7
USE-00038-202606,SME-2024-00038,2026-06,77.6,11.0,Stabil,70,1,6
USE-00039-202507,SME-2024-00039,2025-07,74.9,10.5,Stabil,18,1,8
USE-00039-202508,SME-2024-00039,2025-08,71.6,10.9,Stabil,12,0,7
USE-00039-202509,SME-2024-00039,2025-09,78.0,11.7,Fluktuatif,93,1,7
USE-00039-202510,SME-2024-00039,2025-10,72.1,10.7,Stabil,17,0,7
USE-00039-202511,SME-2024-00039,2025-11,74.5,11.2,Fluktuatif,2,1,8
USE-00039-202512,SME-2024-00039,2025-12,73.8,9.7,Stabil,30,0,8
USE-00039-202601,SME-2024-00039,2026-01,75.4,11.8,Fluktuatif,37,0,7
USE-00039-202602,SME-2024-00039,2026-02,74.9,11.7,Fluktuatif,51,1,7
USE-00039-202603,SME-2024-00039,2026-03,73.0,10.6,Stabil,1,0,7
USE-00039-202604,SME-2024-00039,2026-04,78.6,11.4,Fluktuatif,13,3,8
USE-00039-202605,SME-2024-00039,2026-05,78.7,12.2,Fluktuatif,67,2,7
USE-00039-202606,SME-2024-00039,2026-06,80.0,12.4,Fluktuatif,36,0,8
USE-00040-202507,SME-2024-00040,2025-07,86.9,13.7,Stabil,9,2,7
USE-00040-202508,SME-2024-00040,2025-08,83.3,12.9,Stabil,2,0,7
USE-00040-202509,SME-2024-00040,2025-09,84.3,11.8,Stabil,17,1,7
USE-00040-202510,SME-2024-00040,2025-10,80.4,12.2,Fluktuatif,71,0,7
USE-00040-202511,SME-2024-00040,2025-11,79.3,10.6,Stabil,112,0,7
USE-00040-202512,SME-2024-00040,2025-12,82.1,11.8,Stabil,9,0,6
USE-00040-202601,SME-2024-00040,2026-01,82.9,11.8,Fluktuatif,32,1,7
USE-00040-202602,SME-2024-00040,2026-02,77.7,11.6,Fluktuatif,7,0,7
USE-00040-202603,SME-2024-00040,2026-03,81.7,12.3,Stabil,81,1,7
USE-00040-202604,SME-2024-00040,2026-04,81.2,13.1,Stabil,39,3,7
USE-00040-202605,SME-2024-00040,2026-05,76.7,12.4,Stabil,33,1,7
USE-00040-202606,SME-2024-00040,2026-06,79.5,11.3,Stabil,42,0,6
USE-00041-202507,SME-2024-00041,2025-07,48.9,7.4,Stabil,58,1,9
USE-00041-202508,SME-2024-00041,2025-08,46.8,7.4,Stabil,49,1,8
USE-00041-202509,SME-2024-00041,2025-09,48.1,7.0,Fluktuatif,53,1,8
USE-00041-202510,SME-2024-00041,2025-10,47.8,6.6,Stabil,49,0,8
USE-00041-202511,SME-2024-00041,2025-11,45.2,6.6,Fluktuatif,64,1,9
USE-00041-202512,SME-2024-00041,2025-12,46.1,7.0,Fluktuatif,37,0,9
USE-00041-202601,SME-2024-00041,2026-01,47.7,7.2,Stabil,11,3,9
USE-00041-202602,SME-2024-00041,2026-02,45.3,7.4,Fluktuatif,19,0,8
USE-00041-202603,SME-2024-00041,2026-03,40.4,5.8,Stabil,4,0,9
USE-00041-202604,SME-2024-00041,2026-04,41.7,6.4,Stabil,13,1,8
USE-00041-202605,SME-2024-00041,2026-05,45.5,7.0,Stabil,17,2,8
USE-00041-202606,SME-2024-00041,2026-06,42.1,6.0,Stabil,11,0,8
USE-00042-202507,SME-2024-00042,2025-07,63.7,10.2,Stabil,32,5,7
USE-00042-202508,SME-2024-00042,2025-08,65.7,9.9,Fluktuatif,59,1,7
USE-00042-202509,SME-2024-00042,2025-09,69.9,10.9,Stabil,15,1,7
USE-00042-202510,SME-2024-00042,2025-10,69.6,10.7,Stabil,108,1,8
USE-00042-202511,SME-2024-00042,2025-11,67.9,10.9,Stabil,15,2,7
USE-00042-202512,SME-2024-00042,2025-12,68.3,9.9,Stabil,78,1,7
USE-00042-202601,SME-2024-00042,2026-01,65.9,10.0,Fluktuatif,36,1,7
USE-00042-202602,SME-2024-00042,2026-02,72.5,11.1,Fluktuatif,121,1,7
USE-00042-202603,SME-2024-00042,2026-03,67.6,10.0,Stabil,42,2,8
USE-00042-202604,SME-2024-00042,2026-04,70.4,10.2,Fluktuatif,42,2,8
USE-00042-202605,SME-2024-00042,2026-05,69.1,10.0,Stabil,7,2,8
USE-00042-202606,SME-2024-00042,2026-06,73.9,11.6,Stabil,29,2,7
USE-00043-202507,SME-2024-00043,2025-07,76.6,11.2,Stabil,54,0,8
USE-00043-202508,SME-2024-00043,2025-08,76.8,11.2,Stabil,6,1,8
USE-00043-202509,SME-2024-00043,2025-09,75.5,11.2,Stabil,5,1,8
USE-00043-202510,SME-2024-00043,2025-10,75.0,11.5,Stabil,28,0,8
USE-00043-202511,SME-2024-00043,2025-11,73.0,11.6,Stabil,65,2,8
USE-00043-202512,SME-2024-00043,2025-12,76.9,11.6,Stabil,71,2,8
USE-00043-202601,SME-2024-00043,2026-01,76.5,11.5,Fluktuatif,6,0,8
USE-00043-202602,SME-2024-00043,2026-02,73.1,10.6,Stabil,14,0,8
USE-00043-202603,SME-2024-00043,2026-03,73.5,11.1,Fluktuatif,25,0,8
USE-00043-202604,SME-2024-00043,2026-04,71.1,9.9,Fluktuatif,43,0,7
USE-00043-202605,SME-2024-00043,2026-05,73.0,10.6,Fluktuatif,14,0,8
USE-00043-202606,SME-2024-00043,2026-06,75.5,11.1,Stabil,60,1,8
USE-00044-202507,SME-2024-00044,2025-07,81.6,11.9,Stabil,64,1,5
USE-00044-202508,SME-2024-00044,2025-08,82.6,13.3,Fluktuatif,2,2,5
USE-00044-202509,SME-2024-00044,2025-09,81.5,12.3,Stabil,105,2,5
USE-00044-202510,SME-2024-00044,2025-10,83.2,12.8,Stabil,0,0,6
USE-00044-202511,SME-2024-00044,2025-11,80.4,12.9,Stabil,51,1,6
USE-00044-202512,SME-2024-00044,2025-12,76.4,11.4,Stabil,67,2,6
USE-00044-202601,SME-2024-00044,2026-01,78.3,12.2,Fluktuatif,1,2,6
USE-00044-202602,SME-2024-00044,2026-02,78.2,11.5,Stabil,3,0,5
USE-00044-202603,SME-2024-00044,2026-03,76.3,11.1,Stabil,3,1,5
USE-00044-202604,SME-2024-00044,2026-04,77.8,12.5,Stabil,21,0,6
USE-00044-202605,SME-2024-00044,2026-05,80.4,11.6,Fluktuatif,0,1,5
USE-00044-202606,SME-2024-00044,2026-06,75.2,11.4,Stabil,8,1,6
USE-00045-202507,SME-2024-00045,2025-07,89.2,13.3,Fluktuatif,17,1,7
USE-00045-202508,SME-2024-00045,2025-08,87.3,13.2,Fluktuatif,8,2,6
USE-00045-202509,SME-2024-00045,2025-09,88.4,13.2,Stabil,38,1,7
USE-00045-202510,SME-2024-00045,2025-10,83.2,12.7,Stabil,3,0,6
USE-00045-202511,SME-2024-00045,2025-11,85.8,13.1,Fluktuatif,9,1,6
USE-00045-202512,SME-2024-00045,2025-12,90.3,13.3,Fluktuatif,31,1,7
USE-00045-202601,SME-2024-00045,2026-01,88.1,13.1,Fluktuatif,24,0,7
USE-00045-202602,SME-2024-00045,2026-02,83.9,12.6,Stabil,75,0,6
USE-00045-202603,SME-2024-00045,2026-03,89.0,14.5,Stabil,8,3,7
USE-00045-202604,SME-2024-00045,2026-04,85.8,12.7,Stabil,41,1,7
USE-00045-202605,SME-2024-00045,2026-05,87.2,13.0,Fluktuatif,22,1,6
USE-00045-202606,SME-2024-00045,2026-06,90.8,13.3,Stabil,6,3,7
USE-00046-202507,SME-2024-00046,2025-07,90.0,12.1,Stabil,29,3,8
USE-00046-202508,SME-2024-00046,2025-08,90.4,13.5,Stabil,14,0,7
USE-00046-202509,SME-2024-00046,2025-09,95.7,13.9,Fluktuatif,17,1,7
USE-00046-202510,SME-2024-00046,2025-10,89.6,13.4,Fluktuatif,59,1,7
USE-00046-202511,SME-2024-00046,2025-11,92.2,13.8,Stabil,54,1,8
USE-00046-202512,SME-2024-00046,2025-12,92.1,14.2,Fluktuatif,89,1,8
USE-00046-202601,SME-2024-00046,2026-01,91.6,13.7,Stabil,46,0,7
USE-00046-202602,SME-2024-00046,2026-02,90.6,14.0,Stabil,199,2,8
USE-00046-202603,SME-2024-00046,2026-03,93.9,13.3,Stabil,3,3,7
USE-00046-202604,SME-2024-00046,2026-04,90.5,13.5,Stabil,41,0,8
USE-00046-202605,SME-2024-00046,2026-05,90.2,12.6,Fluktuatif,101,1,6
USE-00046-202606,SME-2024-00046,2026-06,87.7,13.4,Stabil,6,2,7
USE-00047-202507,SME-2024-00047,2025-07,93.2,14.3,Fluktuatif,45,1,9
USE-00047-202508,SME-2024-00047,2025-08,88.7,12.8,Stabil,29,2,10
USE-00047-202509,SME-2024-00047,2025-09,91.7,13.5,Fluktuatif,27,1,9
USE-00047-202510,SME-2024-00047,2025-10,90.2,13.8,Stabil,31,1,9
USE-00047-202511,SME-2024-00047,2025-11,91.0,13.5,Stabil,57,3,8
USE-00047-202512,SME-2024-00047,2025-12,91.3,14.0,Stabil,2,3,9
USE-00047-202601,SME-2024-00047,2026-01,88.0,13.9,Stabil,9,2,9
USE-00047-202602,SME-2024-00047,2026-02,92.6,13.8,Stabil,40,0,8
USE-00047-202603,SME-2024-00047,2026-03,95.9,14.3,Fluktuatif,9,1,9
USE-00047-202604,SME-2024-00047,2026-04,96.1,15.0,Stabil,34,3,9
USE-00047-202605,SME-2024-00047,2026-05,91.8,13.9,Fluktuatif,6,1,9
USE-00047-202606,SME-2024-00047,2026-06,96.1,13.9,Stabil,42,0,9
USE-00048-202507,SME-2024-00048,2025-07,68.0,9.7,Stabil,34,2,7
USE-00048-202508,SME-2024-00048,2025-08,73.3,11.0,Fluktuatif,14,2,8
USE-00048-202509,SME-2024-00048,2025-09,70.4,10.8,Stabil,38,2,7
USE-00048-202510,SME-2024-00048,2025-10,75.7,11.4,Stabil,4,1,6
USE-00048-202511,SME-2024-00048,2025-11,72.7,11.0,Stabil,21,1,8
USE-00048-202512,SME-2024-00048,2025-12,74.6,11.6,Stabil,13,4,7
USE-00048-202601,SME-2024-00048,2026-01,73.5,10.8,Stabil,47,1,8
USE-00048-202602,SME-2024-00048,2026-02,73.6,10.0,Stabil,29,1,8
USE-00048-202603,SME-2024-00048,2026-03,77.7,11.1,Stabil,12,0,7
USE-00048-202604,SME-2024-00048,2026-04,76.1,11.5,Stabil,5,1,7
USE-00048-202605,SME-2024-00048,2026-05,77.9,11.2,Stabil,7,2,7
USE-00048-202606,SME-2024-00048,2026-06,75.5,10.9,Stabil,10,0,8
USE-00049-202507,SME-2024-00049,2025-07,66.6,10.4,Stabil,7,0,8
USE-00049-202508,SME-2024-00049,2025-08,71.3,11.0,Stabil,29,1,8
USE-00049-202509,SME-2024-00049,2025-09,68.2,9.9,Stabil,7,1,8
USE-00049-202510,SME-2024-00049,2025-10,65.6,10.4,Fluktuatif,22,2,8
USE-00049-202511,SME-2024-00049,2025-11,67.6,10.4,Fluktuatif,13,1,7
USE-00049-202512,SME-2024-00049,2025-12,74.8,10.8,Stabil,19,4,8
USE-00049-202601,SME-2024-00049,2026-01,62.4,9.3,Fluktuatif,12,0,8
USE-00049-202602,SME-2024-00049,2026-02,61.2,8.7,Fluktuatif,34,3,7
USE-00049-202603,SME-2024-00049,2026-03,65.9,8.5,Stabil,25,4,8
USE-00049-202604,SME-2024-00049,2026-04,61.5,9.2,Stabil,1,3,8
USE-00049-202605,SME-2024-00049,2026-05,64.1,9.8,Fluktuatif,37,0,8
USE-00049-202606,SME-2024-00049,2026-06,63.7,10.4,Stabil,8,1,7
USE-00050-202507,SME-2024-00050,2025-07,57.1,9.1,Stabil,0,0,7
USE-00050-202508,SME-2024-00050,2025-08,57.7,8.8,Fluktuatif,32,3,8
USE-00050-202509,SME-2024-00050,2025-09,58.9,9.3,Stabil,1,2,8
USE-00050-202510,SME-2024-00050,2025-10,58.3,9.4,Stabil,36,2,8
USE-00050-202511,SME-2024-00050,2025-11,58.5,7.7,Fluktuatif,14,0,7
USE-00050-202512,SME-2024-00050,2025-12,60.3,9.4,Stabil,28,1,8
USE-00050-202601,SME-2024-00050,2026-01,60.0,9.1,Stabil,12,1,8
USE-00050-202602,SME-2024-00050,2026-02,56.9,8.7,Stabil,11,0,9
USE-00050-202603,SME-2024-00050,2026-03,57.7,9.1,Stabil,3,3,8
USE-00050-202604,SME-2024-00050,2026-04,58.3,8.7,Fluktuatif,56,1,7
USE-00050-202605,SME-2024-00050,2026-05,55.9,8.1,Fluktuatif,45,2,8
USE-00050-202606,SME-2024-00050,2026-06,54.8,8.4,Fluktuatif,6,0,8
USE-00051-202507,SME-2024-00051,2025-07,68.0,11.2,Stabil,36,6,7
USE-00051-202508,SME-2024-00051,2025-08,67.2,10.0,Fluktuatif,7,1,7
USE-00051-202509,SME-2024-00051,2025-09,67.7,10.6,Stabil,2,0,7
USE-00051-202510,SME-2024-00051,2025-10,68.5,9.8,Stabil,10,2,8
USE-00051-202511,SME-2024-00051,2025-11,67.9,10.7,Stabil,24,3,6
USE-00051-202512,SME-2024-00051,2025-12,68.9,11.1,Stabil,7,1,7
USE-00051-202601,SME-2024-00051,2026-01,68.3,10.3,Fluktuatif,1,0,6
USE-00051-202602,SME-2024-00051,2026-02,69.5,10.6,Stabil,13,1,7
USE-00051-202603,SME-2024-00051,2026-03,70.4,9.7,Fluktuatif,11,1,7
USE-00051-202604,SME-2024-00051,2026-04,72.2,10.9,Stabil,3,0,8
USE-00051-202605,SME-2024-00051,2026-05,70.2,10.6,Fluktuatif,97,0,6
USE-00051-202606,SME-2024-00051,2026-06,70.4,11.3,Stabil,71,1,7
USE-00052-202507,SME-2024-00052,2025-07,86.6,12.5,Stabil,85,0,6
USE-00052-202508,SME-2024-00052,2025-08,87.2,13.0,Stabil,10,0,6
USE-00052-202509,SME-2024-00052,2025-09,86.1,12.7,Stabil,8,1,6
USE-00052-202510,SME-2024-00052,2025-10,81.8,11.8,Stabil,51,0,6
USE-00052-202511,SME-2024-00052,2025-11,84.3,12.6,Fluktuatif,2,4,5
USE-00052-202512,SME-2024-00052,2025-12,85.7,13.5,Stabil,42,0,5
USE-00052-202601,SME-2024-00052,2026-01,87.8,13.7,Stabil,1,3,6
USE-00052-202602,SME-2024-00052,2026-02,88.5,12.9,Stabil,68,1,6
USE-00052-202603,SME-2024-00052,2026-03,91.2,13.7,Stabil,30,3,6
USE-00052-202604,SME-2024-00052,2026-04,86.0,12.3,Stabil,40,3,5
USE-00052-202605,SME-2024-00052,2026-05,90.0,12.8,Stabil,48,0,6
USE-00052-202606,SME-2024-00052,2026-06,87.4,13.6,Fluktuatif,7,2,6
USE-00053-202507,SME-2024-00053,2025-07,85.1,13.5,Stabil,120,1,9
USE-00053-202508,SME-2024-00053,2025-08,84.9,14.0,Stabil,101,2,9
USE-00053-202509,SME-2024-00053,2025-09,88.5,13.6,Stabil,32,0,9
USE-00053-202510,SME-2024-00053,2025-10,85.6,11.7,Fluktuatif,49,0,9
USE-00053-202511,SME-2024-00053,2025-11,87.4,13.9,Stabil,2,0,9
USE-00053-202512,SME-2024-00053,2025-12,84.5,12.5,Fluktuatif,9,0,8
USE-00053-202601,SME-2024-00053,2026-01,87.8,14.4,Stabil,67,4,8
USE-00053-202602,SME-2024-00053,2026-02,90.6,13.8,Stabil,16,1,9
USE-00053-202603,SME-2024-00053,2026-03,87.6,13.3,Fluktuatif,75,0,9
USE-00053-202604,SME-2024-00053,2026-04,91.3,13.4,Fluktuatif,48,2,9
USE-00053-202605,SME-2024-00053,2026-05,90.1,13.5,Stabil,20,3,8
USE-00053-202606,SME-2024-00053,2026-06,89.7,13.8,Fluktuatif,61,2,9
USE-00054-202507,SME-2024-00054,2025-07,87.0,13.2,Fluktuatif,64,0,10
USE-00054-202508,SME-2024-00054,2025-08,84.2,12.3,Stabil,20,1,10
USE-00054-202509,SME-2024-00054,2025-09,85.5,13.2,Fluktuatif,6,0,9
USE-00054-202510,SME-2024-00054,2025-10,85.7,12.9,Stabil,14,2,10
USE-00054-202511,SME-2024-00054,2025-11,85.5,12.6,Stabil,26,1,10
USE-00054-202512,SME-2024-00054,2025-12,87.9,13.4,Stabil,6,3,10
USE-00054-202601,SME-2024-00054,2026-01,86.2,13.3,Fluktuatif,21,1,10
USE-00054-202602,SME-2024-00054,2026-02,87.9,13.9,Stabil,2,1,9
USE-00054-202603,SME-2024-00054,2026-03,87.7,14.1,Fluktuatif,21,2,10
USE-00054-202604,SME-2024-00054,2026-04,86.7,12.4,Stabil,40,0,10
USE-00054-202605,SME-2024-00054,2026-05,86.6,13.4,Stabil,14,1,9
USE-00054-202606,SME-2024-00054,2026-06,89.3,14.0,Stabil,0,1,10
