interaction_id,customer_id,interaction_date,channel,category,sentiment,resolution_status,response_time_minutes,follow_up_required
INT-00111-0262,SME-2024-00111,2026-02-22 10:49:00,Email,Billing,Positif,Resolved,39,False
INT-00112-0263,SME-2024-00112,2026-02-24 11:33:00,Live Chat,Technical,Netral,Resolved,27,False
INT-00112-0264,SME-2024-00112,2026-03-19 08:22:00,Email,Upgrade,Negatif,Resolved,41,False
INT-00112-0265,SME-2024-00112,2026-01-27 13:35:00,Live Chat,General,Netral,Resolved,33,False
INT-00112-0266,SME-2024-00112,2025-08-22 13:15:00,Email,General,Positif,Resolved,30,False
INT-00112-0267,SME-2024-00112,2026-06-27 17:01:00,Email,Billing,Positif,Resolved,42,False
INT-00113-0268,SME-2024-00113,2026-03-07 15:57:00,Phone,General,Netral,Pending,28,True
INT-00113-0269,SME-2024-00113,2026-06-18 15:36:00,Email,Upgrade,Negatif,Pending,73,True
INT-00114-0270,SME-2024-00114,2026-06-16 14:21:00,WhatsApp,Technical,Positif,Resolved,12,False
INT-00115-0271,SME-2024-00115,2026-06-13 10:38:00,Live Chat,Technical,Netral,Pending,67,True
INT-00115-0272,SME-2024-00115,2026-04-03 16:30:00,Phone,General,Positif,Resolved,40,False
INT-00116-0273,SME-2024-00116,2026-01-15 16:07:00,Live Chat,Billing,Netral,Resolved,5,False
INT-00117-0274,SME-2024-00117,2026-03-02 08:28:00,WhatsApp,General,Positif,Resolved,16,False
INT-00117-0275,SME-2024-00117,2025-12-09 14:49:00,Phone,General,Positif,Resolved,82,False
INT-00118-0276,SME-2024-00118,2026-06-07 14:21:00,Live Chat,General,Netral,Resolved,11,False
INT-00118-0277,SME-2024-00118,2026-06-23 15:58:00,Live Chat,Billing,Positif,Resolved,5,False
INT-00118-0278,SME-2024-00118,2026-02-16 10:40:00,WhatsApp,Billing,Netral,Resolved,32,False
INT-00119-0279,SME-2024-00119,2026-04-20 09:03:00,Phone,General,Positif,Resolved,20,False
INT-00119-0280,SME-2024-00119,2025-10-12 09:17:00,Portal,General,Netral,Resolved,39,False
INT-00119-0281,SME-2024-00119,2025-11-18 17:43:00,WhatsApp,General,Netral,Resolved,33,False
INT-00120-0282,SME-2024-00120,2025-09-09 15:04:00,WhatsApp,Billing,Netral,Resolved,45,False
INT-00121-0283,SME-2024-00121,2026-06-08 17:00:00,WhatsApp,Technical,Netral,Resolved,32,False
INT-00121-0284,SME-2024-00121,2026-05-21 11:25:00,Email,General,Netral,Resolved,5,False
INT-00121-0285,SME-2024-00121,2026-05-22 15:13:00,WhatsApp,Billing,Netral,Resolved,35,False
INT-00121-0286,SME-2024-00121,2026-01-23 10:00:00,Phone,General,Netral,Resolved,5,False
INT-00121-0287,SME-2024-00121,2025-10-01 13:55:00,Phone,Billing,Negatif,Closed-no-solution,85,False
INT-00121-0288,SME-2024-00121,2025-08-27 08:28:00,WhatsApp,Billing,Positif,Resolved,32,False
INT-00122-0289,SME-2024-00122,2026-05-23 10:13:00,Portal,General,Netral,Resolved,7,False
INT-00122-0290,SME-2024-00122,2026-04-19 17:00:00,Phone,Billing,Netral,Resolved,25,False
INT-00123-0291,SME-2024-00123,2026-03-03 14:48:00,WhatsApp,Billing,Positif,Resolved,33,False
INT-00123-0292,SME-2024-00123,2025-10-01 14:05:00,Email,Billing,Negatif,Resolved,72,False
INT-00124-0293,SME-2024-00124,2026-02-19 15:57:00,Phone,General,Negatif,Pending,35,True
INT-00125-0294,SME-2024-00125,2025-08-10 17:47:00,WhatsApp,Technical,Netral,Resolved,11,False
INT-00125-0295,SME-2024-00125,2025-07-14 08:21:00,Email,Upgrade,Netral,Resolved,31,False
INT-00127-0296,SME-2024-00127,2025-08-26 17:29:00,WhatsApp,Billing,Netral,Resolved,27,False
INT-00127-0297,SME-2024-00127,2025-07-25 08:29:00,WhatsApp,Billing,Negatif,Closed-no-solution,93,False
INT-00128-0298,SME-2024-00128,2026-03-11 17:57:00,WhatsApp,Technical,Negatif,Escalated,85,True
INT-00128-0299,SME-2024-00128,2025-11-02 12:53:00,Live Chat,Billing,Netral,Resolved,32,False
INT-00128-0300,SME-2024-00128,2026-05-21 15:40:00,Portal,Technical,Positif,Pending,42,True
INT-00129-0301,SME-2024-00129,2025-09-24 16:18:00,Portal,Billing,Netral,Pending,21,True
INT-00129-0302,SME-2024-00129,2026-06-12 12:10:00,Portal,Billing,Negatif,Resolved,52,False
INT-00129-0303,SME-2024-00129,2025-11-22 10:20:00,WhatsApp,General,Netral,Resolved,37,False
INT-00129-0304,SME-2024-00129,2026-01-10 12:55:00,Phone,Billing,Positif,Escalated,22,True
INT-00129-0305,SME-2024-00129,2026-05-01 09:16:00,WhatsApp,Technical,Netral,Pending,38,True
INT-00130-0306,SME-2024-00130,2026-01-10 17:08:00,Phone,General,Negatif,Pending,36,True
INT-00130-0307,SME-2024-00130,2025-08-03 08:06:00,Email,General,Netral,Resolved,15,False
INT-00130-0308,SME-2024-00130,2025-12-04 17:56:00,Phone,Technical,Netral,Resolved,26,False
INT-00130-0309,SME-2024-00130,2026-02-19 13:19:00,Live Chat,Billing,Positif,Resolved,26,False
INT-00130-0310,SME-2024-00130,2025-11-22 15:41:00,WhatsApp,Technical,Positif,Resolved,28,False
INT-00130-0311,SME-2024-00130,2026-03-25 14:51:00,WhatsApp,Upgrade,Netral,Resolved,34,False
INT-00131-0312,SME-2024-00131,2025-11-07 10:12:00,Phone,General,Positif,Pending,15,True
INT-00131-0313,SME-2024-00131,2025-11-22 14:11:00,Phone,General,Positif,Resolved,30,False
INT-00131-0314,SME-2024-00131,2025-12-18 09:27:00,Portal,Billing,Netral,Resolved,14,False
INT-00131-0315,SME-2024-00131,2025-09-18 17:35:00,WhatsApp,Upgrade,Netral,Resolved,17,False
INT-00131-0316,SME-2024-00131,2026-03-08 15:01:00,WhatsApp,General,Positif,Resolved,52,False
INT-00132-0317,SME-2024-00132,2026-04-02 14:36:00,WhatsApp,Upgrade,Positif,Resolved,30,False
INT-00133-0318,SME-2024-00133,2026-02-24 15:25:00,Email,Technical,Netral,Resolved,45,False
INT-00133-0319,SME-2024-00133,2025-08-03 13:42:00,Phone,Technical,Positif,Resolved,16,False
INT-00133-0320,SME-2024-00133,2025-12-16 16:07:00,Phone,General,Negatif,Pending,62,True
INT-00133-0321,SME-2024-00133,2025-10-01 09:55:00,Phone,Technical,Netral,Resolved,29,False
INT-00134-0322,SME-2024-00134,2025-12-13 16:13:00,WhatsApp,Upgrade,Positif,Resolved,5,False
INT-00134-0323,SME-2024-00134,2026-02-02 16:24:00,Phone,Upgrade,Positif,Resolved,45,False
INT-00134-0324,SME-2024-00134,2026-06-06 17:11:00,Phone,Technical,Netral,Pending,24,True
INT-00134-0325,SME-2024-00134,2026-03-12 10:00:00,Phone,Technical,Netral,Resolved,37,False
INT-00135-0326,SME-2024-00135,2025-10-24 10:28:00,Live Chat,Upgrade,Negatif,Pending,54,True
INT-00135-0327,SME-2024-00135,2025-09-17 08:48:00,Email,Technical,Positif,Resolved,40,False
INT-00135-0328,SME-2024-00135,2025-12-03 14:33:00,Phone,General,Positif,Resolved,24,False
INT-00135-0329,SME-2024-00135,2025-07-14 13:06:00,Portal,Upgrade,Netral,Resolved,32,False
INT-00136-0330,SME-2024-00136,2026-02-01 14:11:00,WhatsApp,Upgrade,Positif,Escalated,41,True
INT-00136-0331,SME-2024-00136,2025-09-05 08:20:00,Live Chat,Billing,Netral,Resolved,22,False
INT-00136-0332,SME-2024-00136,2026-02-18 13:48:00,WhatsApp,General,Netral,Resolved,31,False
INT-00137-0333,SME-2024-00137,2025-08-04 10:10:00,WhatsApp,Technical,Negatif,Resolved,61,False
INT-00137-0334,SME-2024-00137,2025-07-23 11:50:00,Live Chat,Billing,Netral,Resolved,5,False
INT-00137-0335,SME-2024-00137,2026-02-03 08:18:00,Phone,Technical,Positif,Resolved,12,False
INT-00138-0336,SME-2024-00138,2025-09-09 16:08:00,Email,General,Negatif,Resolved,8,False
INT-00138-0337,SME-2024-00138,2025-08-14 14:36:00,Phone,General,Netral,Resolved,31,False
INT-00138-0338,SME-2024-00138,2025-09-02 09:47:00,WhatsApp,Technical,Positif,Resolved,54,False
INT-00139-0339,SME-2024-00139,2026-03-15 17:34:00,Email,Upgrade,Netral,Resolved,43,False
INT-00139-0340,SME-2024-00139,2026-02-27 11:35:00,WhatsApp,Technical,Positif,Resolved,32,False
INT-00140-0341,SME-2024-00140,2026-01-25 11:02:00,WhatsApp,General,Netral,Resolved,10,False
INT-00140-0342,SME-2024-00140,2025-08-09 12:05:00,Phone,Upgrade,Positif,Resolved,25,False
INT-00141-0343,SME-2024-00141,2026-01-10 11:03:00,WhatsApp,General,Netral,Resolved,28,False
INT-00142-0344,SME-2024-00142,2026-06-14 14:16:00,Live Chat,General,Negatif,Resolved,57,False
INT-00142-0345,SME-2024-00142,2025-07-05 13:16:00,WhatsApp,General,Positif,Resolved,22,False
INT-00143-0346,SME-2024-00143,2026-02-01 17:41:00,Phone,General,Netral,Escalated,36,True
INT-00143-0347,SME-2024-00143,2026-03-22 15:55:00,Email,Technical,Netral,Resolved,29,False
INT-00143-0348,SME-2024-00143,2025-11-22 16:48:00,Portal,Billing,Negatif,Resolved,53,False
INT-00143-0349,SME-2024-00143,2026-01-12 10:06:00,WhatsApp,General,Netral,Resolved,25,False
INT-00143-0350,SME-2024-00143,2025-12-11 15:46:00,Live Chat,Technical,Negatif,Escalated,44,True
INT-00145-0351,SME-2024-00145,2026-01-14 12:43:00,WhatsApp,Technical,Netral,Pending,31,True
INT-00145-0352,SME-2024-00145,2025-08-02 15:02:00,Live Chat,Billing,Netral,Resolved,37,False
INT-00146-0353,SME-2024-00146,2025-10-09 09:17:00,Email,Upgrade,Positif,Resolved,37,False
INT-00146-0354,SME-2024-00146,2026-06-22 17:04:00,Email,General,Positif,Resolved,15,False
INT-00146-0355,SME-2024-00146,2025-08-19 09:43:00,Phone,Technical,Positif,Resolved,20,False
INT-00146-0356,SME-2024-00146,2026-03-03 12:30:00,WhatsApp,Technical,Netral,Resolved,34,False
INT-00146-0357,SME-2024-00146,2026-02-18 14:49:00,Live Chat,General,Netral,Pending,52,True
INT-00146-0358,SME-2024-00146,2026-05-06 09:40:00,Portal,Billing,Netral,Resolved,41,False
INT-00148-0359,SME-2024-00148,2026-01-23 14:43:00,Email,General,Netral,Resolved,41,False
INT-00148-0360,SME-2024-00148,2026-01-19 11:18:00,WhatsApp,Technical,Netral,Resolved,17,False
INT-00148-0361,SME-2024-00148,2025-07-27 16:27:00,WhatsApp,Upgrade,Netral,Resolved,26,False
INT-00148-0362,SME-2024-00148,2026-05-18 15:22:00,Email,Upgrade,Netral,Resolved,41,False
INT-00149-0363,SME-2024-00149,2026-06-15 15:18:00,Portal,Technical,Positif,Resolved,21,False
INT-00149-0364,SME-2024-00149,2026-03-12 17:59:00,Email,Upgrade,Negatif,Pending,85,True
INT-00149-0365,SME-2024-00149,2025-10-09 17:04:00,WhatsApp,Technical,Positif,Resolved,24,False
INT-00149-0366,SME-2024-00149,2025-08-11 17:46:00,Live Chat,Upgrade,Netral,Resolved,10,False
INT-00150-0367,SME-2024-00150,2025-12-01 10:26:00,Portal,Technical,Netral,Resolved,20,False
INT-00150-0368,SME-2024-00150,2025-12-20 16:25:00,WhatsApp,Technical,Positif,Resolved,5,False
INT-00150-0369,SME-2024-00150,2025-11-18 12:52:00,Live Chat,General,Netral,Resolved,46,False
INT-00152-0370,SME-2024-00152,2025-08-26 16:21:00,WhatsApp,Billing,Positif,Resolved,62,False
INT-00152-0371,SME-2024-00152,2026-04-08 17:30:00,Live Chat,General,Positif,Escalated,36,True
INT-00152-0372,SME-2024-00152,2025-11-27 10:03:00,Live Chat,Billing,Positif,Pending,34,True
INT-00152-0373,SME-2024-00152,2025-10-22 08:18:00,WhatsApp,Billing,Positif,Resolved,32,False
INT-00152-0374,SME-2024-00152,2025-08-03 09:59:00,Email,Billing,Netral,Pending,63,True
INT-00153-0375,SME-2024-00153,2026-03-26 10:40:00,WhatsApp,Upgrade,Negatif,Resolved,64,False
INT-00153-0376,SME-2024-00153,2025-08-23 11:51:00,Portal,Upgrade,Positif,Resolved,22,False
INT-00153-0377,SME-2024-00153,2025-12-16 10:24:00,Email,Billing,Positif,Resolved,54,False
INT-00153-0378,SME-2024-00153,2025-07-18 13:02:00,WhatsApp,Technical,Netral,Pending,41,True
INT-00154-0379,SME-2024-00154,2025-07-22 09:02:00,Phone,Technical,Positif,Resolved,17,False
INT-00154-0380,SME-2024-00154,2026-06-18 17:25:00,Live Chat,Technical,Negatif,Escalated,37,True
INT-00154-0381,SME-2024-00154,2026-01-26 14:50:00,Live Chat,Billing,Negatif,Pending,54,True
INT-00154-0382,SME-2024-00154,2025-07-22 13:47:00,WhatsApp,General,Negatif,Resolved,88,False
INT-00155-0383,SME-2024-00155,2025-07-27 16:31:00,Phone,General,Positif,Resolved,5,False
INT-00155-0384,SME-2024-00155,2026-06-12 12:15:00,WhatsApp,Technical,Positif,Resolved,41,False
INT-00156-0385,SME-2024-00156,2025-07-22 09:51:00,Portal,Upgrade,Netral,Escalated,26,True
INT-00156-0386,SME-2024-00156,2025-08-27 12:58:00,Email,Billing,Positif,Resolved,38,False
INT-00156-0387,SME-2024-00156,2025-07-11 08:55:00,Portal,Technical,Netral,Resolved,18,False
INT-00156-0388,SME-2024-00156,2026-06-01 09:20:00,Phone,Technical,Positif,Resolved,32,False
INT-00157-0389,SME-2024-00157,2026-04-19 09:22:00,Email,Billing,Positif,Resolved,5,False
INT-00158-0390,SME-2024-00158,2026-02-07 16:57:00,WhatsApp,General,Netral,Resolved,46,False
INT-00158-0391,SME-2024-00158,2026-04-06 14:44:00,Live Chat,Billing,Negatif,Pending,46,True
INT-00158-0392,SME-2024-00158,2026-01-25 14:59:00,WhatsApp,Billing,Positif,Resolved,42,False
INT-00158-0393,SME-2024-00158,2026-05-19 14:38:00,Email,Upgrade,Netral,Resolved,50,False
INT-00159-0394,SME-2024-00159,2025-12-12 15:37:00,WhatsApp,Technical,Positif,Resolved,35,False
INT-00159-0395,SME-2024-00159,2026-01-13 15:58:00,WhatsApp,Technical,Positif,Resolved,65,False
INT-00159-0396,SME-2024-00159,2025-07-01 08:45:00,Phone,Technical,Netral,Resolved,31,False
INT-00160-0397,SME-2024-00160,2026-01-11 16:18:00,Phone,Technical,Negatif,Closed-no-solution,59,False
INT-00160-0398,SME-2024-00160,2026-02-08 11:49:00,Live Chat,General,Netral,Resolved,43,False
INT-00160-0399,SME-2024-00160,2025-12-20 12:53:00,Phone,Technical,Positif,Pending,32,True
INT-00161-0400,SME-2024-00161,2026-06-15 08:27:00,Email,Upgrade,Netral,Pending,44,True
INT-00161-0401,SME-2024-00161,2025-12-09 11:59:00,Phone,Technical,Netral,Resolved,24,False
INT-00161-0402,SME-2024-00161,2025-08-27 10:45:00,Portal,General,Positif,Resolved,24,False
INT-00161-0403,SME-2024-00161,2025-08-25 11:50:00,Live Chat,Billing,Netral,Resolved,24,False
INT-00162-0404,SME-2024-00162,2026-05-19 10:14:00,Phone,General,Netral,Resolved,29,False
INT-00162-0405,SME-2024-00162,2025-10-21 08:05:00,Portal,General,Negatif,Escalated,65,True
INT-00162-0406,SME-2024-00162,2026-01-17 14:22:00,Email,General,Netral,Resolved,9,False
INT-00163-0407,SME-2024-00163,2025-07-12 13:40:00,WhatsApp,Technical,Positif,Pending,5,True
INT-00163-0408,SME-2024-00163,2025-10-24 14:03:00,Portal,Upgrade,Positif,Resolved,38,False
INT-00163-0409,SME-2024-00163,2025-12-26 14:14:00,Email,Billing,Positif,Resolved,45,False
INT-00163-0410,SME-2024-00163,2025-09-27 08:43:00,WhatsApp,Technical,Netral,Resolved,37,False
INT-00163-0411,SME-2024-00163,2025-12-17 10:44:00,WhatsApp,Technical,Negatif,Escalated,81,True
INT-00163-0412,SME-2024-00163,2025-07-22 11:07:00,WhatsApp,Upgrade,Netral,Resolved,31,False
INT-00165-0413,SME-2024-00165,2025-09-05 12:33:00,WhatsApp,Technical,Positif,Resolved,50,False
INT-00166-0414,SME-2024-00166,2025-09-14 14:50:00,Live Chat,Technical,Netral,Resolved,34,False
INT-00166-0415,SME-2024-00166,2025-10-11 13:41:00,WhatsApp,General,Netral,Resolved,21,False
INT-00166-0416,SME-2024-00166,2025-08-04 08:26:00,WhatsApp,Upgrade,Positif,Resolved,28,False
INT-00166-0417,SME-2024-00166,2025-07-22 15:03:00,Live Chat,Technical,Netral,Resolved,18,False
INT-00166-0418,SME-2024-00166,2025-08-11 16:19:00,Email,General,Netral,Resolved,18,False
INT-00166-0419,SME-2024-00166,2026-05-16 17:53:00,Live Chat,Billing,Netral,Pending,55,True
INT-00167-0420,SME-2024-00167,2026-03-12 09:53:00,Phone,General,Netral,Pending,27,True
INT-00167-0421,SME-2024-00167,2026-05-04 15:41:00,Email,Technical,Positif,Resolved,17,False
INT-00167-0422,SME-2024-00167,2025-10-17 17:04:00,Phone,Upgrade,Netral,Resolved,39,False
INT-00170-0423,SME-2024-00170,2026-05-22 16:06:00,WhatsApp,General,Netral,Resolved,40,False
INT-00170-0424,SME-2024-00170,2025-11-13 12:54:00,Phone,Technical,Positif,Resolved,21,False
INT-00170-0425,SME-2024-00170,2026-01-25 14:45:00,WhatsApp,General,Positif,Resolved,42,False
INT-00171-0426,SME-2024-00171,2025-09-24 15:55:00,Phone,Upgrade,Positif,Resolved,46,False
INT-00172-0427,SME-2024-00172,2026-06-16 09:57:00,Email,Technical,Netral,Resolved,11,False
INT-00172-0428,SME-2024-00172,2026-06-17 16:22:00,Phone,Technical,Netral,Resolved,39,False
INT-00173-0429,SME-2024-00173,2026-01-19 15:22:00,WhatsApp,Technical,Negatif,Resolved,38,False
INT-00173-0430,SME-2024-00173,2025-08-21 09:27:00,Email,General,Positif,Resolved,36,False
INT-00173-0431,SME-2024-00173,2026-05-02 12:39:00,Phone,Billing,Positif,Resolved,29,False
INT-00174-0432,SME-2024-00174,2026-03-21 10:27:00,WhatsApp,Billing,Positif,Resolved,35,False
INT-00174-0433,SME-2024-00174,2026-03-14 09:12:00,WhatsApp,General,Positif,Resolved,18,False
INT-00175-0434,SME-2024-00175,2026-05-01 11:36:00,Phone,Technical,Netral,Resolved,10,False
INT-00176-0435,SME-2024-00176,2025-08-12 08:57:00,Portal,Billing,Negatif,Resolved,15,False
INT-00176-0436,SME-2024-00176,2025-09-04 15:40:00,WhatsApp,Upgrade,Positif,Resolved,47,False
INT-00176-0437,SME-2024-00176,2025-09-10 11:55:00,Phone,General,Positif,Resolved,41,False
INT-00176-0438,SME-2024-00176,2025-08-07 08:40:00,Phone,Technical,Netral,Pending,23,True
INT-00176-0439,SME-2024-00176,2026-03-24 16:29:00,Phone,Billing,Netral,Resolved,51,False
INT-00176-0440,SME-2024-00176,2026-05-02 15:17:00,WhatsApp,Technical,Netral,Resolved,38,False
INT-00177-0441,SME-2024-00177,2025-08-04 13:16:00,WhatsApp,Technical,Positif,Resolved,50,False
INT-00178-0442,SME-2024-00178,2026-05-19 11:54:00,Phone,Technical,Negatif,Resolved,67,False
INT-00178-0443,SME-2024-00178,2026-01-26 13:48:00,WhatsApp,Technical,Negatif,Resolved,54,False
INT-00178-0444,SME-2024-00178,2026-03-27 16:01:00,Phone,Billing,Netral,Resolved,14,False
INT-00179-0445,SME-2024-00179,2026-01-03 16:58:00,WhatsApp,Upgrade,Positif,Resolved,15,False
INT-00179-0446,SME-2024-00179,2026-01-04 08:44:00,Live Chat,Billing,Positif,Resolved,5,False
INT-00180-0447,SME-2024-00180,2026-02-24 14:06:00,Phone,Technical,Netral,Resolved,20,False
INT-00180-0448,SME-2024-00180,2025-10-18 10:54:00,Phone,General,Netral,Resolved,36,False
INT-00181-0449,SME-2024-00181,2025-08-01 11:30:00,Email,Billing,Netral,Escalated,46,True
INT-00181-0450,SME-2024-00181,2025-07-03 17:40:00,Portal,Technical,Negatif,Resolved,61,False
INT-00181-0451,SME-2024-00181,2026-03-09 08:52:00,WhatsApp,Technical,Positif,Resolved,30,False
INT-00182-0452,SME-2024-00182,2025-10-09 10:12:00,WhatsApp,Billing,Negatif,Pending,54,True
INT-00182-0453,SME-2024-00182,2026-01-03 13:57:00,Live Chat,Technical,Positif,Resolved,8,False
INT-00182-0454,SME-2024-00182,2025-11-15 10:13:00,Live Chat,Billing,Netral,Resolved,25,False
INT-00183-0455,SME-2024-00183,2026-03-07 15:10:00,WhatsApp,Technical,Netral,Resolved,31,False
INT-00184-0456,SME-2024-00184,2025-10-10 15:11:00,Phone,Upgrade,Positif,Pending,50,True
INT-00186-0457,SME-2024-00186,2025-07-07 08:25:00,WhatsApp,Billing,Netral,Pending,34,True
INT-00186-0458,SME-2024-00186,2025-09-04 13:14:00,WhatsApp,Technical,Positif,Resolved,27,False
INT-00186-0459,SME-2024-00186,2025-09-25 16:16:00,WhatsApp,General,Positif,Resolved,31,False
INT-00186-0460,SME-2024-00186,2025-11-26 08:48:00,Phone,Technical,Positif,Resolved,28,False
INT-00186-0461,SME-2024-00186,2026-04-14 12:16:00,Email,Technical,Netral,Resolved,34,False
INT-00186-0462,SME-2024-00186,2025-07-23 15:29:00,WhatsApp,General,Netral,Resolved,46,False
INT-00186-0463,SME-2024-00186,2026-03-03 17:01:00,Portal,General,Positif,Resolved,23,False
INT-00186-0464,SME-2024-00186,2025-11-24 14:13:00,Live Chat,Upgrade,Negatif,Resolved,51,False
INT-00186-0465,SME-2024-00186,2025-11-19 14:59:00,Phone,General,Negatif,Resolved,63,False
INT-00186-0466,SME-2024-00186,2025-07-04 14:54:00,Live Chat,General,Positif,Resolved,24,False
INT-00187-0467,SME-2024-00187,2025-10-13 11:03:00,WhatsApp,General,Netral,Resolved,65,False
INT-00187-0468,SME-2024-00187,2026-02-17 14:22:00,Phone,Billing,Netral,Resolved,49,False
INT-00188-0469,SME-2024-00188,2026-03-21 11:27:00,Portal,Billing,Positif,Escalated,43,True
INT-00188-0470,SME-2024-00188,2026-04-15 16:08:00,WhatsApp,Technical,Positif,Resolved,25,False
INT-00188-0471,SME-2024-00188,2025-07-21 15:01:00,Portal,General,Negatif,Pending,51,True
INT-00188-0472,SME-2024-00188,2025-08-19 12:33:00,WhatsApp,Technical,Positif,Resolved,24,False
INT-00188-0473,SME-2024-00188,2026-06-25 13:06:00,Live Chat,Technical,Netral,Resolved,21,False
INT-00188-0474,SME-2024-00188,2025-09-11 15:09:00,Phone,Billing,Netral,Resolved,39,False
INT-00188-0475,SME-2024-00188,2026-05-11 09:44:00,WhatsApp,Upgrade,Netral,Resolved,35,False
INT-00190-0476,SME-2024-00190,2025-08-02 10:04:00,WhatsApp,Technical,Netral,Resolved,26,False
INT-00190-0477,SME-2024-00190,2026-03-17 09:45:00,WhatsApp,General,Netral,Resolved,29,False
INT-00190-0478,SME-2024-00190,2025-12-02 12:43:00,WhatsApp,Upgrade,Netral,Resolved,23,False
INT-00192-0479,SME-2024-00192,2026-04-08 14:45:00,Portal,Billing,Positif,Resolved,23,False
INT-00192-0480,SME-2024-00192,2025-11-03 15:13:00,Phone,Technical,Negatif,Pending,54,True
INT-00192-0481,SME-2024-00192,2025-09-12 15:38:00,WhatsApp,Billing,Netral,Resolved,31,False
INT-00192-0482,SME-2024-00192,2026-02-09 15:31:00,Phone,Billing,Negatif,Resolved,30,False
INT-00193-0483,SME-2024-00193,2026-04-10 16:44:00,Live Chat,Technical,Positif,Resolved,31,False
INT-00194-0484,SME-2024-00194,2026-04-01 09:41:00,Email,General,Positif,Resolved,5,False
INT-00194-0485,SME-2024-00194,2025-08-25 12:00:00,Live Chat,Technical,Negatif,Pending,33,True
INT-00194-0486,SME-2024-00194,2025-12-05 08:22:00,WhatsApp,Billing,Positif,Resolved,62,False
INT-00195-0487,SME-2024-00195,2025-07-14 09:44:00,WhatsApp,Billing,Netral,Resolved,36,False
INT-00195-0488,SME-2024-00195,2025-09-23 10:07:00,Phone,Upgrade,Netral,Resolved,39,False
